2026-05-23 10:50:53.878256,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:09.189709,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:18.754794,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:23.472591,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:26.346309,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:30.221106,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:34.840506,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:37.026850,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:39.767528,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:51.383744,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:51:55.546615,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:03.696045,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:26.520847,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:35.418435,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:39.549070,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:41.665525,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:52.287158,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:56.615542,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:52:58.704027,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:07.526633,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:16.011151,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:20.626840,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:24.686565,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:29.142368,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:31.751164,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:38.108918,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:42.279113,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:44.325168,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:50.405233,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:53:54.479020,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:54:00.599845,192.168.1.60,Brute Force Attack,HIGH,Detected,Detected
2026-05-23 10:54:08.711319,192.168.1.50,Brute Force Attack,HIGH,Detected,Detected
